Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
93;130;8;formation non sélective
67;70;1;formation sélective
22;80;12;formation non sélective
17;15;14;formation sélective
18;24;1;formation sélective
49;15;4;formation sélective
75;20;15;formation non sélective
68;40;22;formation sélective
81;20;1;formation non sélective
48;20;0;formation sélective
62;72;15;formation non sélective
31;150;15;formation non sélective
59;35;24;formation sélective
67;100;3;formation non sélective
972;100;8;formation non sélective
67;20;12;formation sélective
67;60;23;formation non sélective
82;15;0;formation sélective
45;8;0;formation sélective
13;15;1;formation sélective
66;26;2;formation sélective
71;18;2;formation sélective
75;17;0;formation sélective
58;12;0;formation sélective
31;15;0;formation sélective
21;15;1;formation sélective
70;18;0;formation sélective
30;40;4;formation sélective
91;20;5;formation sélective
63;12;2;formation sélective
75;50;8;formation non sélective
13;200;25;formation non sélective
13;200;25;formation non sélective
38;24;1;formation sélective
59;60;20;formation non sélective
19;10;0;formation sélective
26;24;1;formation sélective
26;34;0;formation sélective
26;24;0;formation sélective
68;16;8;formation sélective
33;18;1;formation sélective
971;25;1;formation sélective
971;25;0;formation sélective
25;60;15;formation non sélective
973;115;9;formation non sélective
31;9;0;formation sélective
38;120;71;formation non sélective
64;150;30;formation non sélective
75;30;25;formation sélective
72;40;12;formation sélective
38;200;166;formation sélective
93;95;24;formation non sélective
44;33;1;formation sélective
34;15;0;formation sélective
94;30;27;formation sélective
75;31;14;formation non sélective
75;20;4;formation sélective
28;20;4;formation sélective
37;15;0;formation sélective
59;50;2;formation sélective
59;50;1;formation sélective
60;31;0;formation sélective
57;6;3;formation sélective
79;24;0;formation sélective
12;27;26;formation sélective
1;24;0;formation sélective
81;16;3;formation sélective
62;18;0;formation sélective
63;15;0;formation sélective
5;16;1;formation sélective
31;120;10;formation non sélective
8;15;0;formation sélective
56;16;0;formation sélective
38;14;0;formation sélective
76;35;0;formation sélective
31;25;22;formation sélective
974;24;3;formation sélective
77;24;0;formation sélective
76;15;0;formation sélective
31;50;26;formation non sélective
13;18;0;formation sélective
32;12;0;formation sélective
29;40;1;formation sélective
29;40;2;formation sélective
44;6;2;formation sélective
35;40;8;formation non sélective
49;12;0;formation sélective
93;12;1;formation sélective
30;50;18;formation sélective
68;15;4;formation sélective
37;40;4;formation sélective
58;30;14;formation non sélective
56;60;27;formation sélective
987;20;1;formation sélective
25;15;0;formation sélective
22;15;0;formation sélective
972;10;2;formation sélective
69;30;12;formation non sélective
95;30;0;formation sélective
69;15;0;formation sélective
93;28;0;formation sélective
80;15;0;formation sélective
974;16;0;formation sélective
75;28;2;formation sélective
974;12;0;formation sélective
974;15;1;formation sélective
90;30;4;formation sélective
90;10;0;formation sélective
987;24;0;formation sélective
68;15;1;formation sélective
63;9;0;formation sélective
33;10;4;formation sélective
35;48;30;formation sélective
35;30;14;formation sélective
14;40;9;formation non sélective
14;50;28;formation non sélective
14;40;2;formation non sélective
76;30;8;formation sélective
33;35;0;formation sélective
40;15;0;formation sélective
40;15;0;formation sélective
64;32;3;formation sélective
75;20;2;formation non sélective
75;10;1;formation non sélective
85;50;11;formation sélective
85;40;36;formation sélective
92;24;9;formation sélective
35;33;1;formation sélective
86;24;6;formation sélective
78;34;5;formation sélective
34;48;7;formation sélective
13;54;5;formation sélective
91;33;4;formation sélective
63;40;9;formation sélective
14;27;5;formation sélective
80;31;8;formation sélective
75;10;2;formation non sélective
972;90;8;formation non sélective
75;10;9;formation sélective
987;33;3;formation sélective
971;70;21;formation non sélective
78;350;204;formation non sélective
14;70;4;formation non sélective
14;40;5;formation non sélective
21;2;0;formation sélective
21;18;0;formation sélective
974;30;23;formation sélective
33;24;0;formation sélective
69;48;37;formation sélective
971;180;16;formation non sélective
17;9;0;formation sélective
44;18;3;formation sélective
44;35;0;formation sélective
53;12;0;formation sélective
22;23;0;formation sélective
978;18;0;formation sélective
51;18;0;formation sélective
56;30;0;formation sélective
987;30;4;formation sélective
25;17;4;formation sélective
33;12;0;formation sélective
63;15;0;formation sélective
93;30;14;formation non sélective
976;35;4;formation sélective
976;35;2;formation sélective
73;18;1;formation sélective
60;15;0;formation sélective
76;15;0;formation sélective
987;17;0;formation sélective
76;15;0;formation sélective
69;10;0;formation sélective
42;15;0;formation sélective
2;15;0;formation sélective
972;13;0;formation sélective
13;16;0;formation sélective
93;15;0;formation sélective
43;36;2;formation sélective
63;40;22;formation sélective
84;120;7;formation non sélective
83;120;32;formation non sélective
73;85;35;formation non sélective
6;315;93;formation non sélective
16;190;98;formation non sélective
13;35;3;formation non sélective
74;60;4;formation sélective
6;15;0;formation sélective
37;30;0;formation sélective
86;80;27;formation non sélective
974;15;0;formation sélective
49;30;16;formation sélective
68;28;6;formation non sélective
86;270;44;formation non sélective
13;45;33;formation sélective
60;115;15;formation non sélective
13;32;1;formation sélective
87;75;16;formation non sélective
87;36;3;formation non sélective
43;30;4;formation sélective
69;12;0;formation sélective
38;3400;22;formation sélective
38;1200;11;formation sélective
38;300;2;formation sélective
69;2000;3;formation sélective
86;1200;6;formation sélective
86;900;0;formation sélective
83;16;1;formation sélective
72;15;0;formation sélective
61;6;0;formation sélective
37;29;1;formation sélective
92;12;0;formation sélective
92;170;10;formation non sélective
77;35;4;formation sélective
57;30;1;formation sélective
75;250;47;formation non sélective
86;15;8;formation sélective
86;16;17;formation sélective
54;18;0;formation sélective
33;18;1;formation sélective
75;50;50;formation sélective
29;10;3;formation non sélective
29;12;6;formation non sélective
31;18;0;formation sélective
92;15;7;formation sélective
25;20;3;formation sélective
75;24;1;formation sélective
73;18;0;formation sélective
38;12;1;formation sélective
34;30;0;formation sélective
33;3;0;formation sélective
54;3;0;formation sélective
86;16;0;formation sélective
44;2;1;formation sélective
92;30;1;formation sélective
13;15;1;formation sélective
49;10;2;formation sélective
57;15;0;formation sélective
94;22;2;formation sélective
67;10;3;formation non sélective
31;24;1;formation sélective
33;20;0;formation sélective
64;12;0;formation sélective
67;14;8;formation sélective
67;18;3;formation sélective
34;15;7;formation sélective
95;15;4;formation sélective
29;15;2;formation sélective
29;40;20;formation sélective
69;16;0;formation sélective
31;10;2;formation sélective
75;15;4;formation sélective
75;15;9;formation sélective
75;15;5;formation sélective
75;6;3;formation sélective
75;15;4;formation sélective
49;55;9;formation sélective
59;30;5;formation sélective
987;17;0;formation sélective
59;15;0;formation sélective
41;15;0;formation sélective
37;20;7;formation sélective
92;10;4;formation sélective
77;10;3;formation sélective
75;12;1;formation sélective
75;12;4;formation sélective
75;12;4;formation sélective
25;8;3;formation sélective
83;6;1;formation sélective
40;15;2;formation sélective
33;30;1;formation sélective
974;15;0;formation sélective
31;18;1;formation sélective
59;8;0;formation sélective
59;24;0;formation sélective
31;24;0;formation sélective
83;12;1;formation sélective
69;35;0;formation sélective
6;105;30;formation non sélective
6;45;6;formation non sélective
6;30;4;formation non sélective
87;50;50;formation sélective
974;10;1;formation sélective
75;40;39;formation sélective
21;2;0;formation sélective
59;30;0;formation sélective
2;4;0;formation sélective
95;6;0;formation sélective
49;10;0;formation sélective
59;10;0;formation sélective
94;30;0;formation sélective
87;5;0;formation sélective
75;150;18;formation sélective
13;18;1;formation sélective
95;77;6;formation sélective
95;66;2;formation sélective
5;28;1;formation sélective
13;140;16;formation sélective
13;121;15;formation sélective
49;81;11;formation sélective
93;84;7;formation sélective
93;82;9;formation sélective
93;72;5;formation sélective
6;100;17;formation sélective
6;109;26;formation sélective
83;108;35;formation sélective
2;67;5;formation sélective
80;88;13;formation sélective
21;156;24;formation sélective
58;118;7;formation sélective
71;61;7;formation sélective
89;45;3;formation sélective
14;142;47;formation sélective
50;54;9;formation sélective
3;72;11;formation sélective
3;88;16;formation sélective
3;90;8;formation sélective
70;56;7;formation sélective
26;107;9;formation sélective
38;55;12;formation sélective
73;125;19;formation sélective
974;86;29;formation sélective
59;109;6;formation sélective
59;105;13;formation sélective
59;102;7;formation sélective
62;103;7;formation sélective
87;121;22;formation sélective
69;105;18;formation sélective
11;65;9;formation sélective
30;47;12;formation sélective
30;139;22;formation sélective
34;90;10;formation sélective
57;44;4;formation sélective
88;58;6;formation sélective
75;102;20;formation sélective
92;89;2;formation sélective
8;101;9;formation sélective
51;170;21;formation sélective
52;62;2;formation sélective
76;242;45;formation sélective
67;163;19;formation sélective
67;59;19;formation sélective
67;53;8;formation sélective
67;63;5;formation sélective
68;124;19;formation sélective
31;210;58;formation sélective
32;64;6;formation sélective
28;58;4;formation sélective
36;84;5;formation sélective
37;44;5;formation sélective
77;98;10;formation sélective
75;125;3;formation sélective
