Code départemental de l’établissement;Capacité de l’établissement par formation;Effectif des admis néo bacheliers généraux ayant eu une mention au bac;Sélectivité
33;19;2;formation sélective
33;42;1;formation sélective
33;24;1;formation sélective
33;35;2;formation sélective
33;34;1;formation sélective
33;37;0;formation sélective
34;18;0;formation sélective
34;96;93;formation sélective
34;45;34;formation sélective
34;30;0;formation sélective
34;53;1;formation sélective
34;36;0;formation sélective
34;35;1;formation sélective
34;14;0;formation sélective
34;120;52;formation sélective
34;110;50;formation sélective
34;17;2;formation sélective
34;32;1;formation sélective
34;25;4;formation sélective
34;260;91;formation non sélective
34;18;10;formation sélective
34;220;67;formation non sélective
34;655;248;formation non sélective
34;120;31;formation non sélective
34;27;1;formation non sélective
34;10;3;formation non sélective
34;238;54;formation non sélective
34;20;1;formation sélective
34;24;0;formation sélective
34;48;19;formation sélective
34;72;27;formation sélective
34;33;1;formation sélective
34;85;5;formation non sélective
34;125;26;formation non sélective
35;36;14;formation sélective
35;15;0;formation sélective
35;15;0;formation sélective
35;24;0;formation sélective
35;35;1;formation sélective
35;35;12;formation sélective
35;30;0;formation sélective
35;35;3;formation sélective
35;45;45;formation sélective
35;30;0;formation sélective
35;35;1;formation sélective
35;10;0;formation sélective
35;30;0;formation sélective
35;24;0;formation sélective
35;35;8;formation sélective
35;104;53;formation sélective
35;32;3;formation sélective
35;35;2;formation sélective
35;24;0;formation sélective
35;35;3;formation sélective
35;35;17;formation sélective
22;85;20;formation non sélective
35;40;2;formation non sélective
35;40;4;formation non sélective
35;80;0;formation non sélective
35;40;8;formation non sélective
35;300;125;formation non sélective
35;130;39;formation non sélective
35;24;1;formation sélective
35;35;3;formation sélective
35;43;40;formation sélective
36;15;0;formation sélective
36;15;0;formation sélective
36;17;0;formation sélective
36;45;9;formation non sélective
36;70;18;formation sélective
37;96;93;formation sélective
37;48;48;formation sélective
37;33;3;formation sélective
37;36;0;formation sélective
37;24;0;formation sélective
37;38;1;formation sélective
37;30;2;formation sélective
37;40;8;formation sélective
37;188;93;formation sélective
37;52;7;formation sélective
37;80;18;formation non sélective
37;145;41;formation non sélective
37;48;38;formation sélective
38;96;86;formation sélective
38;28;1;formation sélective
38;48;7;formation sélective
38;32;2;formation sélective
38;34;3;formation sélective
38;23;0;formation sélective
38;32;0;formation sélective
38;120;53;formation sélective
38;122;27;formation sélective
38;109;39;formation sélective
38;30;1;formation sélective
38;24;1;formation sélective
38;115;67;formation sélective
38;56;27;formation sélective
38;26;3;formation sélective
38;54;28;formation sélective
38;26;8;formation sélective
38;30;1;formation sélective
38;30;3;formation non sélective
38;120;9;formation non sélective
38;20;2;formation non sélective
38;160;52;formation non sélective
38;30;1;formation sélective
38;10;7;formation sélective
38;34;1;formation sélective
38;34;5;formation sélective
38;14;2;formation sélective
38;15;1;formation sélective
39;25;0;formation sélective
39;24;6;formation sélective
39;28;2;formation sélective
40;35;0;formation sélective
40;52;18;formation sélective
40;35;1;formation sélective
41;14;0;formation sélective
41;24;0;formation sélective
41;34;4;formation sélective
41;24;2;formation sélective
41;20;1;formation sélective
41;20;2;formation sélective
41;34;1;formation sélective
41;32;10;formation sélective
41;52;18;formation sélective
42;24;2;formation sélective
42;24;0;formation sélective
42;24;1;formation sélective
42;32;2;formation sélective
42;92;32;formation sélective
42;28;1;formation sélective
42;15;0;formation sélective
42;30;9;formation sélective
42;60;1;formation sélective
42;30;2;formation non sélective
42;45;4;formation non sélective
42;170;28;formation non sélective
42;45;7;formation sélective
43;15;0;formation sélective
43;18;0;formation sélective
43;30;4;formation sélective
43;32;6;formation sélective
43;54;13;formation sélective
43;15;1;formation sélective
44;48;48;formation sélective
44;90;84;formation sélective
44;24;0;formation sélective
44;24;0;formation sélective
44;15;3;formation sélective
44;28;4;formation sélective
44;10;0;formation sélective
44;30;1;formation sélective
44;53;0;formation sélective
44;35;6;formation sélective
44;48;47;formation sélective
44;48;32;formation sélective
44;35;0;formation sélective
44;33;1;formation sélective
44;33;0;formation sélective
44;48;2;formation sélective
44;70;7;formation sélective
44;18;1;formation sélective
44;34;0;formation sélective
44;34;3;formation sélective
44;15;0;formation sélective
44;52;9;formation sélective
44;96;12;formation sélective
44;35;1;formation non sélective
44;150;25;formation non sélective
44;550;265;formation non sélective
44;600;355;formation non sélective
44;51;5;formation sélective
44;32;2;formation sélective
44;15;0;formation sélective
44;35;11;formation sélective
44;35;13;formation sélective
44;35;4;formation sélective
45;24;1;formation sélective
45;15;0;formation sélective
45;27;1;formation sélective
45;30;0;formation sélective
45;97;47;formation sélective
45;50;10;formation sélective
45;25;0;formation sélective
45;28;0;formation sélective
45;36;1;formation sélective
45;30;10;formation sélective
45;12;0;formation sélective
45;36;14;formation sélective
46;15;0;formation sélective
46;15;0;formation sélective
46;72;14;formation sélective
47;27;1;formation sélective
47;35;1;formation sélective
47;40;0;formation sélective
47;80;16;formation non sélective
47;52;13;formation sélective
48;18;0;formation sélective
48;26;1;formation sélective
48;40;1;formation sélective
49;24;1;formation sélective
49;15;0;formation sélective
49;30;3;formation sélective
49;35;0;formation sélective
49;23;1;formation sélective
49;140;105;formation non sélective
49;25;0;formation non sélective
49;10;0;formation sélective
49;18;0;formation sélective
49;75;34;formation non sélective
49;44;2;formation sélective
50;48;43;formation sélective
50;35;1;formation sélective
50;12;0;formation sélective
50;35;0;formation sélective
50;24;0;formation sélective
50;24;2;formation sélective
50;12;5;formation sélective
50;48;20;formation sélective
51;40;41;formation sélective
51;48;29;formation sélective
51;30;0;formation sélective
51;36;3;formation sélective
51;35;6;formation sélective
51;15;1;formation sélective
51;36;0;formation sélective
51;36;0;formation sélective
51;120;56;formation sélective
51;135;36;formation sélective
51;22;2;formation sélective
51;60;9;formation non sélective
51;70;1;formation non sélective
51;36;0;formation sélective
51;53;4;formation sélective
53;32;2;formation sélective
53;24;1;formation sélective
53;70;0;formation sélective
53;18;2;formation sélective
53;35;4;formation sélective
53;38;0;formation sélective
54;96;87;formation sélective
54;32;0;formation sélective
54;34;0;formation sélective
54;35;0;formation sélective
54;40;34;formation sélective
54;15;0;formation sélective
54;28;11;formation sélective
54;56;30;formation sélective
54;56;22;formation sélective
54;19;0;formation sélective
54;35;2;formation sélective
54;320;44;formation non sélective
54;95;82;formation non sélective
54;60;4;formation non sélective
54;80;13;formation non sélective
54;230;110;formation non sélective
54;45;9;formation non sélective
54;30;1;formation sélective
54;24;0;formation sélective
54;15;0;formation sélective
54;35;0;formation sélective
54;35;4;formation sélective
54;24;2;formation sélective
55;24;1;formation sélective
56;32;0;formation sélective
56;35;0;formation sélective
56;30;0;formation sélective
56;28;2;formation sélective
56;35;6;formation sélective
56;35;1;formation sélective
56;35;5;formation sélective
56;35;0;formation sélective
56;16;0;formation sélective
56;24;0;formation sélective
56;67;14;formation sélective
56;52;6;formation sélective
56;35;0;formation sélective
56;35;1;formation sélective
56;29;4;formation sélective
56;15;0;formation sélective
57;24;0;formation sélective
57;30;7;formation sélective
57;24;0;formation sélective
57;96;88;formation sélective
57;84;65;formation sélective
57;35;2;formation sélective
57;15;0;formation sélective
57;15;0;formation sélective
57;35;1;formation sélective
57;15;0;formation sélective
57;32;2;formation sélective
57;15;0;formation sélective
57;158;62;formation sélective
57;35;1;formation sélective
57;24;16;formation sélective
57;24;0;formation sélective
57;24;0;formation sélective
57;35;1;formation sélective
57;160;36;formation non sélective
57;164;57;formation non sélective
57;122;43;formation non sélective
57;140;17;formation non sélective
57;15;0;formation sélective
57;15;1;formation sélective
57;59;1;formation sélective
57;6;4;formation sélective
57;6;2;formation sélective
57;6;4;formation sélective
58;24;0;formation sélective
58;19;0;formation sélective
59;23;0;formation sélective
59;18;0;formation sélective
59;18;3;formation sélective
59;35;0;formation sélective
59;36;4;formation sélective
59;15;0;formation sélective
59;18;1;formation sélective
59;22;1;formation sélective
59;33;1;formation sélective
59;30;0;formation sélective
59;45;1;formation sélective
59;15;0;formation sélective
59;17;1;formation sélective
59;35;1;formation sélective
59;48;51;formation sélective
59;15;0;formation sélective
59;30;1;formation sélective
59;30;3;formation sélective
59;26;8;formation sélective
59;13;6;formation sélective
59;32;1;formation sélective
59;30;2;formation sélective
59;35;1;formation sélective
59;59;1;formation sélective
59;48;0;formation sélective
59;35;1;formation sélective
59;35;1;formation sélective
59;70;6;formation sélective
59;445;142;formation non sélective
59;86;19;formation sélective
59;34;8;formation sélective
59;42;14;formation sélective
59;24;1;formation sélective
59;27;4;formation sélective
59;45;1;formation sélective
59;35;5;formation sélective
59;20;2;formation sélective
59;35;0;formation sélective
59;24;0;formation sélective
59;30;4;formation sélective
59;162;41;formation sélective
59;38;0;formation sélective
59;30;0;formation sélective
59;48;32;formation sélective
59;36;1;formation sélective
59;30;1;formation sélective
59;90;2;formation non sélective
59;40;7;formation non sélective
59;180;29;formation non sélective
59;40;0;formation non sélective
59;25;1;formation non sélective
59;40;3;formation non sélective
59;45;21;formation sélective
59;60;15;formation non sélective
59;25;0;formation sélective
59;16;8;formation sélective
59;80;25;formation sélective
59;20;0;formation sélective
59;15;1;formation sélective
59;34;7;formation sélective
59;30;0;formation sélective
59;30;1;formation sélective
62;72;32;formation sélective
59;180;56;formation non sélective
59;36;6;formation non sélective
59;100;6;formation sélective
59;30;0;formation sélective
59;35;0;formation sélective
60;33;0;formation sélective
60;32;1;formation sélective
60;48;20;formation sélective
60;12;0;formation sélective
60;24;0;formation sélective
60;30;1;formation sélective
60;32;0;formation sélective
60;24;5;formation sélective
60;16;0;formation sélective
60;17;0;formation sélective
60;45;6;formation sélective
60;35;1;formation sélective
60;18;0;formation sélective
60;80;8;formation sélective
60;70;1;formation sélective
60;80;16;formation sélective
61;15;0;formation sélective
61;6;0;formation sélective
61;24;0;formation sélective
61;15;2;formation sélective
61;6;0;formation sélective
61;52;8;formation sélective
62;48;8;formation sélective
62;32;0;formation sélective
62;35;1;formation sélective
62;35;0;formation sélective
62;35;1;formation sélective
62;35;1;formation sélective
62;32;0;formation sélective
62;15;0;formation sélective
62;32;1;formation sélective
62;32;0;formation sélective
62;30;4;formation sélective
62;35;4;formation sélective
62;180;43;formation non sélective
62;24;0;formation sélective
62;30;6;formation sélective
62;18;0;formation sélective
62;26;0;formation sélective
62;25;1;formation sélective
62;38;1;formation sélective
62;22;1;formation sélective
62;25;1;formation sélective
62;52;11;formation sélective
62;52;26;formation sélective
62;35;4;formation sélective
62;173;102;formation non sélective
62;213;86;formation non sélective
62;183;44;formation sélective
62;56;12;formation sélective
62;30;8;formation sélective
62;30;0;formation sélective
63;24;0;formation sélective
63;70;3;formation sélective
63;35;1;formation sélective
63;24;14;formation sélective
63;24;0;formation sélective
63;6;0;formation sélective
63;70;0;formation sélective
63;24;0;formation sélective
63;27;1;formation sélective
63;124;77;formation sélective
63;52;21;formation sélective
63;26;0;formation sélective
63;32;19;formation sélective
63;25;0;formation sélective
63;22;1;formation sélective
63;15;2;formation sélective
64;29;2;formation sélective
64;13;8;formation sélective
64;35;3;formation sélective
64;16;0;formation sélective
64;24;1;formation sélective
64;95;36;formation non sélective
64;80;6;formation non sélective
64;200;117;formation non sélective
64;32;4;formation sélective
64;103;43;formation sélective
64;103;48;formation sélective
64;15;0;formation sélective
64;48;8;formation sélective
64;40;6;formation non sélective
64;35;1;formation sélective
64;32;5;formation sélective
64;20;0;formation sélective
64;90;0;formation sélective
64;54;18;formation sélective
65;24;0;formation sélective
65;24;1;formation sélective
65;24;0;formation sélective
65;135;53;formation sélective
66;48;41;formation sélective
66;12;0;formation sélective
66;36;6;formation sélective
66;150;20;formation non sélective
66;65;14;formation non sélective
66;72;11;formation sélective
66;24;4;formation sélective
66;56;9;formation sélective
66;39;16;formation sélective
66;19;0;formation sélective
66;35;0;formation sélective
66;160;61;formation non sélective
67;35;0;formation sélective
67;32;0;formation sélective
67;48;45;formation sélective
67;30;3;formation sélective
67;35;6;formation sélective
67;24;0;formation sélective
67;15;2;formation sélective
67;36;0;formation sélective
67;36;0;formation sélective
67;60;2;formation sélective
67;64;5;formation sélective
67;120;0;formation sélective
67;70;13;formation sélective
67;125;53;formation sélective
67;96;38;formation sélective
67;112;53;formation sélective
67;24;0;formation sélective
67;60;31;formation sélective
67;107;55;formation sélective
67;24;0;formation sélective
67;25;4;formation sélective
67;30;3;formation non sélective
67;35;1;formation non sélective
67;40;4;formation non sélective
67;30;0;formation non sélective
67;150;18;formation non sélective
67;227;45;formation non sélective
67;135;26;formation non sélective
68;35;0;formation sélective
68;36;3;formation sélective
68;35;0;formation sélective
68;12;0;formation sélective
68;24;0;formation sélective
68;24;3;formation sélective
68;24;0;formation sélective
68;28;11;formation sélective
68;15;8;formation sélective
69;35;0;formation sélective
69;35;1;formation sélective
69;70;0;formation sélective
69;35;2;formation sélective
69;35;2;formation sélective
69;32;0;formation sélective
69;35;3;formation sélective
69;48;46;formation sélective
69;24;2;formation sélective
69;18;0;formation sélective
69;100;82;formation sélective
69;145;62;formation sélective
69;42;20;formation sélective
69;40;47;formation sélective
69;25;0;formation sélective
69;32;8;formation sélective
69;38;10;formation sélective
69;24;1;formation sélective
69;34;0;formation sélective
69;560;197;formation non sélective
69;56;19;formation sélective
69;260;117;formation non sélective
69;40;2;formation non sélective
69;50;8;formation non sélective
69;15;12;formation sélective
69;10;7;formation sélective
69;10;8;formation sélective
69;5;3;formation sélective
69;30;21;formation sélective
69;24;0;formation sélective
69;24;1;formation sélective
69;35;0;formation sélective
69;96;85;formation sélective
69;48;46;formation sélective
69;24;0;formation sélective
69;35;3;formation sélective
69;52;21;formation sélective
69;56;28;formation sélective
69;150;62;formation sélective
69;28;8;formation sélective
69;15;15;formation sélective
69;20;18;formation sélective
70;30;1;formation sélective
70;52;6;formation sélective
70;54;4;formation sélective
70;30;5;formation sélective
71;40;7;formation sélective
71;15;0;formation sélective
71;15;0;formation sélective
71;15;0;formation sélective
71;15;0;formation sélective
71;30;22;formation sélective
71;72;10;formation sélective
71;24;1;formation sélective
71;155;66;formation non sélective
71;35;0;formation sélective
72;27;0;formation sélective
72;27;0;formation sélective
72;15;0;formation sélective
72;18;0;formation sélective
72;45;20;formation sélective
72;24;0;formation sélective
72;91;35;formation sélective
72;168;53;formation sélective
72;33;0;formation sélective
72;24;4;formation sélective
72;32;2;formation sélective
72;15;0;formation sélective
72;35;1;formation sélective
73;24;0;formation sélective
73;15;0;formation sélective
73;55;3;formation non sélective
73;265;142;formation non sélective
73;30;0;formation sélective
73;11;0;formation sélective
73;307;137;formation non sélective
73;17;10;formation non sélective
73;26;11;formation sélective
73;56;24;formation sélective
74;96;69;formation sélective
74;48;32;formation sélective
74;24;0;formation sélective
74;24;0;formation sélective
74;34;1;formation sélective
74;15;0;formation sélective
74;24;0;formation sélective
74;96;0;formation sélective
74;34;8;formation sélective
74;35;3;formation sélective
74;104;47;formation sélective
74;90;22;formation sélective
74;14;9;formation sélective
74;34;0;formation sélective
74;190;121;formation non sélective
75;96;93;formation sélective
75;92;91;formation sélective
75;240;236;formation sélective
75;144;144;formation sélective
75;96;59;formation sélective
75;24;0;formation sélective
75;96;96;formation sélective
75;96;76;formation sélective
75;24;18;formation sélective
75;24;2;formation sélective
75;48;40;formation sélective
75;48;31;formation sélective
75;30;11;formation sélective
75;30;0;formation sélective
75;35;1;formation sélective
75;90;76;formation sélective
75;35;0;formation sélective
75;35;0;formation sélective
75;48;0;formation sélective
75;84;8;formation sélective
75;30;3;formation sélective
75;48;37;formation sélective
75;47;45;formation sélective
75;96;85;formation sélective
75;48;44;formation sélective
75;24;1;formation sélective
75;15;0;formation sélective
75;24;0;formation sélective
75;24;1;formation sélective
75;48;0;formation sélective
75;24;0;formation sélective
75;24;0;formation sélective
75;48;8;formation sélective
75;100;93;formation sélective
75;60;38;formation sélective
75;18;4;formation non sélective
75;50;38;formation sélective
75;350;270;formation non sélective
75;15;8;formation non sélective
75;20;10;formation non sélective
75;28;6;formation non sélective
75;180;103;formation non sélective
75;26;10;formation non sélective
75;70;41;formation non sélective
75;46;17;formation non sélective
75;54;35;formation non sélective
75;335;184;formation non sélective
75;60;3;formation non sélective
75;70;3;formation non sélective
75;140;14;formation non sélective
75;55;3;formation non sélective
75;30;10;formation sélective
75;25;22;formation sélective
75;35;19;formation sélective
75;30;17;formation sélective
75;90;43;formation non sélective
75;30;20;formation sélective
75;77;56;formation sélective
75;100;39;formation non sélective
75;124;95;formation non sélective
75;160;110;formation non sélective
75;24;1;formation sélective
75;35;8;formation sélective
75;35;0;formation sélective
75;35;5;formation sélective
75;10;0;formation non sélective
75;25;0;formation non sélective
75;20;0;formation non sélective
75;55;3;formation non sélective
75;10;0;formation non sélective
75;10;0;formation non sélective
75;25;0;formation non sélective
75;25;0;formation non sélective
75;55;6;formation non sélective
75;10;0;formation non sélective
75;60;5;formation non sélective
75;110;38;formation non sélective
75;250;210;formation sélective
75;24;0;formation sélective
75;34;0;formation sélective
75;30;3;formation sélective
75;70;1;formation sélective
75;36;3;formation sélective
75;36;1;formation sélective
75;32;2;formation sélective
75;56;7;formation sélective
75;56;25;formation sélective
76;14;0;formation sélective
76;29;0;formation sélective
76;35;1;formation sélective
76;35;0;formation sélective
76;35;10;formation sélective
76;96;94;formation sélective
76;96;94;formation sélective
76;48;48;formation sélective
76;48;40;formation sélective
76;60;3;formation sélective
76;35;1;formation sélective
76;35;0;formation sélective
76;15;0;formation sélective
76;100;74;formation sélective
76;104;34;formation sélective
76;78;16;formation sélective
76;91;41;formation sélective
76;140;54;formation sélective
76;24;20;formation sélective
76;27;1;formation sélective
76;14;0;formation sélective
76;35;1;formation sélective
76;35;2;formation sélective
76;35;0;formation sélective
76;53;0;formation sélective
76;35;17;formation sélective
76;15;2;formation sélective
76;15;0;formation sélective
76;35;1;formation sélective
76;360;120;formation non sélective
76;165;31;formation non sélective
76;150;24;formation non sélective
76;300;54;formation non sélective
76;108;12;formation non sélective
76;15;0;formation sélective
76;18;0;formation sélective
76;35;0;formation sélective
76;35;2;formation sélective
77;24;2;formation sélective
77;35;22;formation sélective
77;24;7;formation sélective
77;35;14;formation sélective
77;24;0;formation sélective
77;31;2;formation sélective
77;34;0;formation sélective
77;24;0;formation sélective
77;24;0;formation sélective
77;12;0;formation sélective
77;35;0;formation sélective
77;35;3;formation sélective
77;22;0;formation sélective
77;13;0;formation sélective
77;26;9;formation sélective
77;110;37;formation sélective
77;50;4;formation sélective
77;52;21;formation sélective
77;115;20;formation non sélective
78;31;1;formation sélective
78;34;33;formation sélective
78;33;5;formation sélective
78;33;0;formation sélective
78;33;0;formation sélective
78;34;32;formation sélective
78;70;0;formation sélective
78;35;1;formation sélective
78;76;38;formation sélective
78;68;63;formation sélective
78;115;11;formation non sélective
78;58;20;formation non sélective
78;50;13;formation sélective
78;56;17;formation sélective
78;48;46;formation sélective
78;96;82;formation sélective
78;22;0;formation sélective
78;35;1;formation sélective
78;35;16;formation sélective
78;35;3;formation sélective
78;28;2;formation sélective
78;35;0;formation sélective
79;18;0;formation sélective
79;20;0;formation sélective
79;20;0;formation sélective
79;31;0;formation sélective
79;21;0;formation sélective
79;18;1;formation sélective
79;34;0;formation sélective
79;24;2;formation sélective
79;32;0;formation sélective
80;32;3;formation sélective
80;32;0;formation sélective
80;48;33;formation sélective
80;30;3;formation sélective
80;32;7;formation sélective
80;120;32;formation sélective
80;222;48;formation sélective
80;17;2;formation sélective
80;126;6;formation non sélective
80;275;119;formation non sélective
80;394;59;formation non sélective
80;28;1;formation sélective
80;15;0;formation sélective
80;35;2;formation sélective
81;40;0;formation sélective
81;30;0;formation sélective
81;33;0;formation sélective
81;26;1;formation sélective
81;20;0;formation sélective
81;26;6;formation sélective
81;40;12;formation non sélective
81;40;10;formation non sélective
82;24;0;formation sélective
83;35;1;formation sélective
83;96;31;formation sélective
83;96;40;formation sélective
83;59;1;formation sélective
83;15;1;formation sélective
83;36;5;formation sélective
83;22;6;formation sélective
83;24;4;formation sélective
83;66;13;formation sélective
83;24;1;formation sélective
84;48;35;formation sélective
84;36;3;formation sélective
84;36;4;formation sélective
84;24;0;formation sélective
84;30;1;formation sélective
84;12;1;formation sélective
84;24;0;formation sélective
84;24;0;formation sélective
84;16;0;formation sélective
84;16;1;formation sélective
84;16;0;formation sélective
84;343;116;formation non sélective
84;200;77;formation non sélective
84;120;5;formation non sélective
84;28;4;formation sélective
84;36;14;formation sélective
84;36;16;formation sélective
85;24;0;formation sélective
85;24;21;formation sélective
85;24;1;formation sélective
85;35;4;formation sélective
85;35;8;formation sélective
85;15;0;formation sélective
85;24;0;formation sélective
85;32;6;formation sélective
85;32;3;formation sélective
85;44;1;formation sélective
85;38;1;formation sélective
85;8;7;formation sélective
85;15;5;formation sélective
85;60;23;formation sélective
85;50;6;formation sélective
85;115;40;formation non sélective
85;190;129;formation sélective
86;14;0;formation sélective
86;24;1;formation sélective
86;24;0;formation sélective
86;17;3;formation sélective
86;34;0;formation sélective
86;31;4;formation sélective
86;98;23;formation sélective
86;79;37;formation sélective
86;19;2;formation sélective
86;39;10;formation sélective
86;82;25;formation sélective
87;48;45;formation sélective
87;35;0;formation sélective
87;18;4;formation sélective
87;24;0;formation sélective
87;140;35;formation sélective
87;100;10;formation non sélective
87;290;48;formation non sélective
88;35;0;formation sélective
88;35;1;formation sélective
88;36;0;formation sélective
88;25;0;formation sélective
89;18;1;formation sélective
89;15;0;formation sélective
90;40;12;formation sélective
90;30;0;formation sélective
90;52;7;formation sélective
90;28;6;formation sélective
90;28;2;formation sélective
91;34;0;formation sélective
91;32;0;formation sélective
91;32;1;formation sélective
91;32;1;formation sélective
91;30;0;formation sélective
91;32;1;formation sélective
91;320;164;formation non sélective
91;35;25;formation sélective
91;31;0;formation sélective
91;28;0;formation sélective
91;27;3;formation sélective
91;210;18;formation non sélective
91;24;0;formation sélective
91;47;3;formation sélective
91;40;4;formation sélective
91;40;4;formation sélective
91;54;7;formation sélective
91;32;0;formation sélective
92;12;8;formation sélective
92;12;8;formation sélective
92;32;1;formation sélective
92;28;0;formation sélective
92;96;92;formation sélective
92;48;47;formation sélective
92;35;3;formation sélective
92;35;0;formation sélective
92;32;2;formation sélective
92;45;42;formation sélective
92;86;33;formation sélective
92;28;0;formation sélective
92;30;0;formation sélective
92;20;9;formation sélective
92;282;138;formation non sélective
92;20;3;formation non sélective
92;50;11;formation non sélective
92;28;0;formation sélective
92;39;0;formation sélective
92;80;2;formation sélective
92;16;0;formation sélective
92;35;3;formation sélective
92;21;8;formation non sélective
92;50;24;formation sélective
93;32;1;formation sélective
93;24;1;formation sélective
93;35;0;formation sélective
93;35;0;formation sélective
93;32;0;formation sélective
93;35;9;formation sélective
93;32;0;formation sélective
93;24;17;formation sélective
93;12;0;formation sélective
93;48;1;formation sélective
93;70;0;formation sélective
93;35;1;formation sélective
93;70;53;formation sélective
93;35;1;formation sélective
93;35;0;formation sélective
93;40;11;formation sélective
93;96;13;formation sélective
93;25;0;formation sélective
93;74;23;formation sélective
93;250;68;formation non sélective
93;120;73;formation non sélective
93;330;67;formation non sélective
93;145;55;formation non sélective
93;24;12;formation sélective
93;35;2;formation sélective
93;35;1;formation sélective
93;23;0;formation sélective
93;23;1;formation sélective
93;65;1;formation sélective
93;30;6;formation sélective
93;18;0;formation sélective
93;24;0;formation sélective
93;30;0;formation sélective
94;45;0;formation sélective
94;35;4;formation sélective
94;35;0;formation sélective
94;35;5;formation sélective
94;24;2;formation sélective
94;24;0;formation sélective
94;35;30;formation sélective
94;35;0;formation sélective
94;24;0;formation sélective
94;15;2;formation sélective
94;39;37;formation sélective
94;35;0;formation sélective
94;35;0;formation sélective
94;24;0;formation sélective
94;36;4;formation sélective
94;24;0;formation sélective
94;24;10;formation sélective
94;80;60;formation sélective
94;90;53;formation sélective
94;72;4;formation sélective
94;78;22;formation sélective
94;26;3;formation sélective
94;52;19;formation sélective
94;30;0;formation sélective
94;35;8;formation sélective
94;33;2;formation sélective
95;35;0;formation sélective
95;35;6;formation sélective
95;35;1;formation sélective
95;35;2;formation sélective
95;60;2;formation non sélective
95;125;37;formation non sélective
95;56;17;formation sélective
20;32;3;formation sélective
20;50;9;formation sélective
20;55;17;formation non sélective
20;40;3;formation non sélective
20;70;11;formation non sélective
971;28;1;formation sélective
971;15;2;formation sélective
971;45;28;formation sélective
971;75;9;formation non sélective
971;150;13;formation non sélective
971;40;13;formation non sélective
971;30;0;formation sélective
971;34;4;formation sélective
971;32;9;formation sélective
971;15;6;formation sélective
971;26;0;formation sélective
971;26;0;formation sélective
971;28;7;formation sélective
971;18;0;formation sélective
971;24;3;formation sélective
972;30;4;formation sélective
972;45;34;formation sélective
972;40;10;formation sélective
972;14;3;formation sélective
972;28;1;formation sélective
972;28;5;formation sélective
972;30;5;formation sélective
972;20;0;formation sélective
972;50;0;formation sélective
972;18;0;formation sélective
972;26;20;formation sélective
972;75;8;formation non sélective
972;300;44;formation non sélective
973;28;2;formation sélective
973;120;9;formation non sélective
973;410;20;formation non sélective
973;26;7;formation sélective
974;32;1;formation sélective
974;30;0;formation sélective
974;32;1;formation sélective
974;30;0;formation sélective
974;45;28;formation sélective
974;52;15;formation sélective
974;15;0;formation sélective
974;35;0;formation sélective
974;36;9;formation sélective
974;35;2;formation sélective
974;15;0;formation sélective
987;28;3;formation sélective
987;20;1;formation sélective
987;20;0;formation sélective
89;25;1;formation sélective
12;40;13;formation sélective
83;15;4;formation sélective
33;35;0;formation sélective
45;100;58;formation non sélective
92;28;1;formation sélective
4;15;0;formation sélective
75;45;4;formation sélective
59;30;2;formation sélective
33;35;4;formation sélective
75;60;8;formation sélective
10;30;4;formation sélective
18;24;1;formation sélective
51;64;28;formation non sélective
62;30;0;formation sélective
59;65;32;formation sélective
13;922;198;formation non sélective
13;252;90;formation non sélective
13;165;53;formation non sélective
13;75;11;formation non sélective
59;200;36;formation non sélective
56;8;0;formation sélective
6;25;4;formation non sélective
76;15;1;formation sélective
94;38;0;formation sélective
13;35;0;formation sélective
59;15;0;formation sélective
20;20;0;formation sélective
45;15;1;formation sélective
75;35;2;formation sélective
21;65;50;formation non sélective
72;18;0;formation sélective
38;30;2;formation sélective
31;12;1;formation sélective
88;35;0;formation sélective
75;15;0;formation sélective
75;32;0;formation sélective
33;45;1;formation sélective
95;14;0;formation sélective
974;16;2;formation sélective
974;24;0;formation sélective
45;24;2;formation sélective
59;15;0;formation sélective
59;15;0;formation sélective
37;80;43;formation non sélective
26;34;1;formation sélective
65;32;5;formation sélective
48;26;2;formation sélective
35;150;15;formation sélective
35;80;6;formation sélective
76;5;0;formation sélective
33;30;13;formation sélective
13;15;0;formation sélective
20;30;5;formation non sélective
54;50;11;formation non sélective
69;36;3;formation non sélective
57;70;7;formation non sélective
26;25;11;formation sélective
971;12;0;formation sélective
59;30;0;formation sélective
49;36;1;formation non sélective
974;84;51;formation non sélective
25;18;1;formation sélective
93;35;26;formation sélective
7;31;0;formation sélective
987;16;1;formation sélective
7;15;0;formation sélective
73;24;3;formation sélective
44;34;1;formation sélective
31;33;0;formation sélective
95;30;4;formation sélective
972;12;0;formation sélective
972;14;0;formation sélective
60;24;0;formation sélective
2;18;0;formation sélective
17;18;0;formation sélective
94;55;33;formation sélective
75;43;8;formation sélective
29;30;0;formation sélective
78;30;2;formation sélective
45;10;0;formation sélective
13;15;0;formation sélective
77;32;31;formation sélective
83;15;0;formation sélective
59;35;1;formation sélective
59;35;0;formation sélective
69;75;42;formation non sélective
73;10;1;formation sélective
33;30;10;formation sélective
75;105;59;formation non sélective
6;80;43;formation sélective
51;120;10;formation non sélective
83;15;9;formation sélective
92;20;6;formation non sélective
92;20;1;formation non sélective
8;40;1;formation sélective
64;35;12;formation non sélective
34;100;23;formation non sélective
68;57;8;formation non sélective
14;646;368;formation non sélective
59;20;1;formation sélective
971;8;2;formation sélective
93;75;2;formation non sélective
